Province,,ID,Interview Date,Version,Commune,Nº of prior non-responses ,Do you agree to participate in this survey?    ,1. What commune do you live in?,"2.	Gender       ","3.	What is your age?      ",4.What is the highest level of education you have completed?,"5.	What is your nationality?","6.	What is your ethnicity? ",7.What is your religion? ,8. Which one of these items do you have at home? ,9. Which types of medical care have you used in the last six months?,10. Which types of medical care have you used the most in the last six months?,11.a. [School teachers],11.b. [Scientific medicine practitioners],11.c.  [Traditional Chinese medicine practitioner],11.d. [Traditional Khmer medicine practitioner],"11.e. [Friends (e.g. boyfriend, close friends)]",11.f.[Monks and religious leaders],11.g. [Work colleagues or bosses],11.h. [Community leaders],"11.i.  [Close family (e.g. mother, siblings, wife, grandmother)]",12.a.​ [Cambodia],12.b. [Vietnam],12.c. [Thailand],12.d. [China],12.e. [US],12.f. [Europe],13.a. [TV],13.b.[Radio],13.c.[Newspapers],13.d. [Social Media(e.g. Facebook)],UCT,14. This list is about transportation,15. About medical condition and treatments,16. Thinking of your closest family and friends.,17. NT (a),18. NT (b),19. When was the most recent time you used bear bile or gall bladder for medicinal products?  ,Use_Bile_EVER,20. How often have you used bear bile or gall bladder for medicinal products in the last six months? ,Use_Bile,21.a.[Bear bile/bear gallbladder has medicinal value],21.b.[It is easy to find places to buy bear bile/bear gallbladder ],21.c.[There are effective medicinal alternatives to bear bile/bear gallbladder],21. d. [The use of bear bile/bear gallbladder is an important part of my culture],22.a.[ Most of the people I respect use bear bile or gallbladder for medicinal purposes],22.b.[Most people I respect have difficulty finding bear bile or gall bladder],22.c.[Most people I respect prefer scientific to traditional medicine],"22.d.[Most people I respect prefer bear bile or gall bladder from a Sun bear, not a moon bear]",Other information,Province ,Compaign site,,,,,,,,,
Stung Treng,7/4/2018 10:56,SR131,17/06/2018,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,23,None,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Motorbike,Fan",Western medicine,Western medicine,Trust,Neither trust nor distrust,Don’t know,Don’t know,Distrust,Trust,Distrust,Trust,Trust,Don’t know,Distrust,Trust,Trust,Don’t know,Don’t know,Trust,Trust,Completely distrust,Completely distrust,Green (A)    ,1,1,0-5%,0,0,Never ,0,Never ,0,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 10:51,SR132,17/06/2018,B,Sangkat Srah Ruessei ,2,Yes,Sangkat Srah Ruessei,Male ,47,None,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Motorbike,Fan",Western medicine,Western medicine,Completely trust,Completely trust,Distrust,Distrust,Distrust,Trust,Distrust,Trust,Completely trust,Distrust,Distrust,Distrust,Trust,Completely trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Agree,Neither agree nor disagree,Disagree,Disagree,Don’t know,Disagree,Agree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 10:44,SR133,17/06/2018,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,46,None,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,"TV, Mobile phone, Bicycle, Motorbike",Western medicine,Western medicine,Trust,Completely trust,Distrust,Trust,Trust,Trust,Trust,Trust,Trust,Distrust,Completely distrust,Distrust,Trust,Trust,Trust,Trust,Trust,Completely distrust,Completely distrust,Green (A)    ,1,1,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 10:36,SR134,17/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,18,Secondary school,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Motorbike, Car/Van,Fan",Western medicine,Western medicine,Trust,Trust,Distrust,Trust,Trust,Distrust,Trust,Trust,Completely trust,Trust,Distrust,Trust,Trust,Trust,Completely trust,Trust,Trust,Distrust,Completely distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 10:30,SR135,12/6/2018,B,Sangkat Srah Ruessei ,2,Yes,Sangkat Srah Ruessei,Male ,50,None,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,"Mobile phone, Bicycle, Motorbike,Fan","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Trust,Completely trust,Completely distrust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Completely distrust,Distrust,Completely trust,Completely distrust,Completely distrust,Distrust,Trust,Completely trust,Completely trust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Red (B),1,3,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 10:23,SR136,12/6/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,39,High school,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Computer/Laptop, Fridge/Freezer, Motorbike, Air conditioner,Fan",Western medicine,Western medicine,Completely distrust,Trust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Trust,Neither trust nor distrust,Trust,Neither trust nor distrust,Completely distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Red (B),3,2,0-5%,1,10,Never ,0,Never ,0,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 10:14,SR137,12/6/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,32,None,Cambodian ,Khmer,Buddhist ,Mobile phone,Western medicine,Western medicine,Completely trust,Completely trust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Trust,Completely trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Agree,Agree,Don’t know,Agree,Agree,Agree,Agree,Agree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 10:08,SR138,16/06/2018,B,Sangkat Srah Ruessei ,1,Yes,Sangkat Srah Ruessei,Male ,32,Secondary school,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Motorbike,Fan",Western medicine,Western medicine,Trust,Completely trust,Trust,Trust,Completely trust,Completely trust,Neither trust nor distrust,Completely trust,Completely trust,Distrust,Trust,Neither trust nor distrust,Distrust,Completely trust,Completely trust,Distrust,Distrust,Distrust,Completely distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Agree,Strongly Agree,Don’t know,Agree,Strongly Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 12:00,SR139,16/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,28,None,Cambodian ,"Khmer, Cham",Muslim ,"TV, Mobile phone, Motorbike,Fan","Western medicine, Traditional Khmer medicine",Western medicine,Distrust,Trust,Trust,Neither trust nor distrust,Completely trust,Neither trust nor distrust,Trust,Completely distrust,Neither trust nor distrust,Trust,Completely distrust,Trust,Trust,Trust,Trust,Trust,Trust,Completely distrust,Neither trust nor distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 11:52,SR140,16/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,28,Primary school,Cambodian ,"Khmer, Cham",Muslim ,"TV, Mobile phone, Motorbike,Fan","Western medicine, Traditional Khmer medicine",Western medicine,Completely distrust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Completely distrust,Completely distrust,Completely distrust,Neither trust nor distrust,Completely trust,Completely trust,Completely distrust,Trust,Completely distrust,Trust,Completely trust,Trust,Trust,Distrust,Neither trust nor distrust,Red (B),1,3,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Agree,Neither agree nor disagree,Strongly Disagree,Agree,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 11:46,SR141,16/06/2018,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,30,University Degree,Cambodian ,Khmer,Buddhist ,"Mobile phone, Computer/Laptop, Motorbike,Fan",Western medicine,Western medicine,Neither trust nor distrust,Trust,Distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Completely distrust,Distrust,Trust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Neither trust nor distrust,Trust,Distrust,Completely distrust,Neither trust nor distrust,Completely distrust,Green (A)    ,3,2,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 11:36,SR142,16/06/2018,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,67,High school,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Bicycle,Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Completely distrust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Distrust,Trust,Completely trust,Distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Completely trust,Trust,Trust,Trust,Completely distrust,Green (A)    ,2,3,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 11:31,SR143,16/06/2018,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,67,None,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,"TV, Mobile phone, Motorbike, Car/Van,Fan",Western medicine,Western medicine,Distrust,Completely trust,Distrust,Distrust,Trust,Trust,Neither trust nor distrust,Trust,Completely trust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Distrust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 11:16,SR145,16/06/2018,A,Sangkat Srah Ruessei ,1,Yes,Sangkat Srah Ruessei,Male ,46,Primary school,Cambodian ,"Khmer, Cham",Muslim ,"TV, Mobile phone, Motorbike,Fan","Western medicine, Traditional Khmer medicine",Western medicine,Completely trust,Completely trust,Trust,Trust,Completely distrust,Completely trust,Completely trust,Distrust,Completely trust,Trust,Completely distrust,Completely trust,Trust,Don’t know,Completely trust,Completely trust,Neither trust nor distrust,Completely distrust,Completely distrust,Green (A)    ,3,2,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 11:07,SR146,16/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,27,Primary school,Cambodian ,"Khmer, Chinese",Buddhist ,"Mobile phone, Motorbike,Fan","Western medicine, Traditional Khmer medicine",Western medicine,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 11:02,SR147,16/06/2018,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,34,High school,Cambodian ,Cham,Muslim ,"TV, Mobile phone, Bicycle, Motorbike,Fan",Western medicine,Western medicine,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Neither agree nor disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 16:01,SR148,16/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,45,None,Cambodian ,Cham,Muslim ,"Mobile phone, Bicycle, Motorbike,Fan",Western medicine,Western medicine,Neither trust nor distrust,Neither trust nor distrust,Distrust,Distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Trust,Neither trust nor distrust,Completely trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Agree,Disagree,Don’t know,Agree,Agree,Neither agree nor disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:56,SR149,16/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,48,None,Cambodian ,Khmer,Buddhist ,"TV, Motorbike",Western medicine,Western medicine,Trust,Distrust,Trust,Completely trust,Distrust,Distrust,Trust,Distrust,Trust,Trust,Completely distrust,Trust,Trust,Completely trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Completely distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:51,SR150,16/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,38,Primary school,Cambodian ,Khmer,Buddhist ,"Mobile phone, Bicycle, Motorbike,Fan",Western medicine,Western medicine,Neither trust nor distrust,Completely trust,Distrust,Distrust,Trust,Trust,Trust,Trust,Trust,Completely trust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Completely trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Red (B),3,1,0-5%,0,0,Never ,0,Never ,0,Agree,Don’t know,Agree,Neither agree nor disagree,Neither agree nor disagree,Don’t know,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:46,SR151,16/06/2018,B,Sangkat Srah Ruessei ,1,Yes,Sangkat Srah Ruessei,Male ,28,Secondary school,Cambodian ,Khmer,Buddhist ,"Tractor, TV, Mobile phone, Computer/Laptop, Fridge/Freezer, Motorbike, Car/Van, Air conditioner,Fan",Western medicine,Western medicine,Distrust,Trust,Don’t know,Don’t know,Trust,Completely distrust,Completely distrust,Trust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Trust,Distrust,Neither trust nor distrust,Trust,Trust,Don’t know,Neither trust nor distrust,Red (B),2,0,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:40,SR152,16/06/2017,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,55,None,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Fridge/Freezer, Motorbike,Fan","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Completely trust,Trust,Distrust,Distrust,Distrust,Neither trust nor distrust,Trust,Trust,Trust,Neither trust nor distrust,Completely distrust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Green (A)    ,2,1,0-5%,0,0,Never ,0,Never ,0,Disagree,Strongly Disagree,Don’t know,Disagree,Disagree,Strongly Agree,Agree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:34,SR153,15/06/2018,B,Sangkat Srah Ruessei ,1,Yes,Sangkat Srah Ruessei,Male ,42,Secondary school,Cambodian ,Khmer,Buddhist ,"Mobile phone, Motorbike,Fan",Western medicine,Western medicine,Neither trust nor distrust,Distrust,Completely distrust,Completely distrust,Distrust,Neither trust nor distrust,Distrust,Distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Trust,Trust,Distrust,Distrust,Distrust,Distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:27,SR154,15/06/2018,A,Sangkat Srah Ruessei ,1,Yes,Sangkat Srah Ruessei,Male ,18,Primary school,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,"TV, Mobile phone, Computer/Laptop, Fridge/Freezer, Motorbike, Car/Van, Air conditioner,Fan, Washing machine",Western medicine,Western medicine,Neither trust nor distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Trust,Trust,Completely trust,Neither trust nor distrust,Completely distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:22,SR155,15/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,32,None,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Bicycle, Motorbike,Fan",Western medicine,Western medicine,Neither trust nor distrust,Trust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Distrust,Trust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Trust,Neither trust nor distrust,Distrust,Red (B),2,1,0-5%,0,0,Never ,0,Never ,0,Agree,Agree,Don’t know,Disagree,Agree,Agree,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:17,SR156,15/06/2018,B,Sangkat Srah Ruessei ,1,Yes,Sangkat Srah Ruessei,Male ,52,Secondary school,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Bicycle, Motorbike,Fan",Western medicine,Western medicine,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:12,SR157,15/06/2018,B,Sangkat Srah Ruessei ,1,Yes,Sangkat Srah Ruessei,Male ,37,Primary school,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,"TV, Mobile phone, Bicycle, Motorbike,Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Trust,Distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Completely trust,Completely trust,Trust,Distrust,Distrust,Distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Red (B),2,2,0-5%,1,1,Never ,0,Never ,0,Agree,Strongly Disagree,Agree,Don’t know,Agree,Strongly Disagree,Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 15:05,SR158,15/06/2018,A,Sangkat Srah Ruessei ,1,Yes,Sangkat Srah Ruessei,Male ,32,None,Cambodian ,Khmer,Buddhist ,"Mobile phone, Motorbike,Fan",Western medicine,Western medicine,Completely trust,Trust,Trust,Trust,Distrust,Trust,Completely distrust,Completely trust,Completely trust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Trust,Completely trust,Neither trust nor distrust,Trust,Green (A)    ,2,1,0-5%,0,0,Never ,0,Never ,0,Agree,Don’t know,Agree,Don’t know,Neither agree nor disagree,Don’t know,Disagree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 14:52,SR159,15/06/2018,B,Sangkat Srah Ruessei ,2,Yes,Sangkat Srah Ruessei,Male ,59,Secondary school,Cambodian ,Khmer,Buddhist ,"TV, Mobile phone, Motorbike,Fan","Western medicine, Traditional Khmer medicine, Traditional Chinese medicine",Western medicine,Neither trust nor distrust,Completely trust,Trust,Trust,Trust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Distrust,Trust,Trust,Trust,Completely trust,Trust,Trust,Trust,Trust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Don’t know,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 14:45,SR160,15/06/2018,B,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,32,Secondary school,Cambodian ,"Khmer, Lao (Lao Loum) ",Buddhist ,"TV, Mobile phone, Motorbike, Boat,Fan, Washing machine",Western medicine,Western medicine,Trust,Trust,Trust,Trust,Trust,Completely trust,Trust,Completely trust,Completely trust,Neither trust nor distrust,Completely distrust,Trust,Don’t know,Trust,Completely trust,Completely trust,Completely trust,Completely trust,Completely trust,Red (B),2,2,0-5%,1,5,Never ,0,Never ,0,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 14:33,SR161,15/06/2018,B,Sangkat Srah Ruessei ,1,Yes,Sangkat Srah Ruessei,Male ,18,Primary school,Cambodian ,"Khmer, Chinese",Buddhist ,"TV, Mobile phone, Computer/Laptop, Bicycle, Motorbike,Fan",None,None,Completely distrust,Trust,Completely distrust,Completely distrust,Distrust,Completely distrust,Don’t know,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Trust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,None,Stung Treng ,Treatment ,,,,,,,,,
Stung Treng,7/4/2018 14:26,SR162,15/06/2018,A,Sangkat Srah Ruessei ,0,Yes,Sangkat Srah Ruessei,Male ,33,Primary school,Cambodian ,Khmer,Buddhist ,"TV, Motorbike,Fan",Western medicine,Western medicine,Completely trust,Trust,Completely trust,Completely trust,Neither trust nor distrust,Completely trust,Neither trust nor distrust,Completely trust,Completely trust,Completely trust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Completely trust,Completely trust,Neither trust nor distrust,Trust,Trust,Distrust,Green (A)    ,3,2,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,None,Stung Treng ,Treatment ,,,,,,,,,
